Asset,Weight,Raw_Coefficient
S0031510,0.5747169715001433,0.21537314771873728
S0105912,0.16175034088193846,-0.060615366846380234
M0049225,0.07028817507473631,-0.026340244440211165
HSI,0.1932445125431818,0.07241769603072822
