,多元回归系数归一,,,收益率波动率倒数,,
index,Liquidity_mom_pct,Liquidity_net_pct,Liquidity_yoy,Liquidity_mom_pct,Liquidity_net_pct,Liquidity_yoy
2017/12/24,0.001755895,0.232903077,-0.250088615,-0.032198142,0.590926276,-0.262372904
2017/12/31,-0.001504028,0.232552785,-0.251852966,0.003838772,0.593194707,-0.260318309
2018/1/7,0.047082346,0.243501915,-0.245073269,0.076481836,0.638563327,-0.253005655
2018/1/14,0.004519512,0.244602425,-0.213548252,-0.037892244,0.61436673,-0.249987885
2018/1/21,-0.014645556,0.241020087,-0.218597251,-0.068307692,0.572400756,-0.263039215
2018/1/28,0.01901174,0.245602298,-0.211982384,0.013870542,0.580340265,-0.263804731
2018/2/4,-0.05629481,0.231776163,-0.264273265,-0.119869707,0.510775047,-0.306071128
2018/2/11,-0.080760755,0.213057745,-0.36345896,-0.023686158,0.498676749,-0.321753797
2018/2/18,0.03293579,0.22007497,-0.326221077,0.031842305,0.514555766,-0.308016317
2018/2/25,0.022577661,0.225043748,-0.326714317,0.016164585,0.522873346,-0.312347606
2018/3/4,0.014892554,0.228395225,-0.305281013,0.085321764,0.567485822,-0.284393782
2018/3/11,0.026748093,0.234504361,-0.278243632,0.033977348,0.586767486,-0.273066873
2018/3/18,-0.015028828,0.230980036,-0.295208091,-0.005798969,0.583364839,-0.274910805
2018/3/25,-0.059826406,0.21716133,-0.356723692,-0.06610499,0.544801512,-0.294281247
2018/4/1,0.024292295,0.222436677,-0.302887564,0.12907703,0.615122873,-0.235323928
2018/4/8,-0.031705502,0.215384211,-0.355262051,-0.062077443,0.576937618,-0.265173864
2018/4/15,-0.00064061,0.215246233,-0.336571289,0.000655308,0.57731569,-0.255252388
2018/4/22,-0.030482084,0.20868508,-0.330880001,-0.028814669,0.560680529,-0.237945091
2018/4/29,-0.003562627,0.207941613,-0.309225212,0.002697235,0.562192817,-0.225055119
2018/5/6,-0.022850586,0.203190025,-0.266280783,-0.021519839,0.550094518,-0.201106741
2018/5/13,0.01834033,0.206916597,-0.219975545,0.002061856,0.551228733,-0.178137847
2018/5/20,0.000253382,0.206969026,-0.235592826,-0.01303155,0.544045369,-0.19201961
2018/5/27,-0.015001889,0.2038641,-0.236705789,-0.000694927,0.543667297,-0.170460599
2018/6/3,-0.031713412,0.197398874,-0.258729071,-0.07093185,0.50510397,-0.185682064
2018/6/10,-0.002249649,0.196954795,-0.291177264,-0.015718563,0.497164461,-0.203034696
2018/6/17,-0.028605219,0.19132086,-0.321031612,-0.074524715,0.460113422,-0.237961282
2018/6/24,-0.055204795,0.180759031,-0.381918164,-0.087921118,0.419659735,-0.260215476
2018/7/1,-0.000480224,0.180672226,-0.394148198,0.066666667,0.447637051,-0.243347519
2018/7/8,-0.063015918,0.169287,-0.435959271,-0.136824324,0.386389414,-0.283734705
2018/7/15,0.033290956,0.174922726,-0.393132834,0.023483366,0.395463138,-0.261192817
2018/7/22,0.000751234,0.175054134,-0.38461896,-0.000956023,0.395085066,-0.252512056
2018/7/29,0.014736,0.177633732,-0.380662723,0.031578947,0.407561437,-0.251729849
2018/8/5,-0.060964596,0.166804363,-0.441596952,-0.071428571,0.378449905,-0.27961402
2018/8/12,0.019628504,0.170078483,-0.413607261,-0.001998002,0.377693762,-0.280568415
2018/8/19,-0.047097261,0.162068252,-0.48940198,-0.029029029,0.366729679,-0.303914777
2018/8/26,0.012894983,0.16415812,-0.480890166,-0.026804124,0.356899811,-0.306699013
2018/9/2,-0.00685281,0.163033175,-0.444773745,-0.032838983,0.345179584,-0.289808808
2018/9/9,-0.055887981,0.153921581,-0.507201366,-0.056955093,0.325519849,-0.315422221
2018/9/16,-0.016284602,0.151415029,-0.529570481,-0.027874564,0.316446125,-0.328730399
2018/9/23,0.027986542,0.155652612,-0.49986658,-0.029868578,0.306994329,-0.336303442
2018/9/30,0.000214223,0.155685956,-0.500972534,-0.025862069,0.29905482,-0.344887855
2018/10/7,0,0.155685956,-0.500972534,0,0.29905482,-0.344887855
2018/10/14,-0.106563602,0.1390955,-0.625315777,-0.175726928,0.246502836,-0.412138746
2018/10/21,-0.033821132,0.134391133,-0.642013538,-0.098159509,0.222306238,-0.430767114
2018/10/28,0.025439588,0.137809988,-0.627487781,0.073129252,0.238563327,-0.40190485
2018/11/4,0.044129095,0.143891418,-0.474416496,0.093502377,0.260869565,-0.302908653
2018/11/11,-0.014823235,0.141758482,-0.517877887,0.053623188,0.274858223,-0.2943352
2018/11/18,0.060893093,0.150390594,-0.423958677,0.162310867,0.319470699,-0.209246811
2018/11/25,-0.053145992,0.142397937,-0.46614395,-0.095857988,0.288846881,-0.23859818
2018/12/2,0.004674993,0.143063646,-0.460466712,-0.007853403,0.28657845,-0.257256045
2018/12/9,0.009748551,0.144458309,-0.439443135,0.027704485,0.294517958,-0.23593393
2018/12/16,-0.014919805,0.14230302,-0.457136552,-0.042362003,0.282041588,-0.257454878
2018/12/23,-0.031241285,0.13785729,-0.490133733,0.00536193,0.283553875,-0.244763041
2018/12/30,-0.014689158,0.135832283,-0.503318863,-0.038666667,0.272589792,-0.259184872
2019/1/6,0.00764958,0.136871343,-0.542751629,-0.00554785,0.271077505,-0.285605359
2019/1/13,0.024274075,0.140193768,-0.522997065,0.033472803,0.280151229,-0.261754156
2019/1/20,0.01309393,0.142029456,-0.49525758,-0.018893387,0.274858223,-0.244527985
2019/1/27,-0.004136242,0.141441987,-0.518405562,-0.03301238,0.265784499,-0.260309589
2019/2/3,-0.007359348,0.140401066,-0.4694701,-0.089615932,0.241965974,-0.249044054
2019/2/10,0,0.140401066,-0.388709346,0,0.241965974,-0.241053659
2019/2/17,0.048598785,0.147224388,-0.37304635,0.1203125,0.271077505,-0.213633054
2019/2/24,0.058670121,0.15586206,-0.336953891,0.076708508,0.291871456,-0.194341927
2019/3/3,0.067304921,0.166352344,-0.284541523,0.084196891,0.316446125,-0.194687587
2019/3/10,0.028821901,0.171146935,-0.282467715,0.188769415,0.376181474,-0.148185655
2019/3/17,0.018918473,0.174384773,-0.248520414,0.021105528,0.384120983,-0.139285075
2019/3/24,0.037634026,0.180947574,-0.151059983,0.072834646,0.412098299,-0.093053207
2019/3/31,-0.00578382,0.179901006,-0.181136098,-0.049541284,0.39168242,-0.150456895
2019/4/7,0.066931062,0.191941971,-0.082499535,0.117760618,0.437807183,-0.091985185
2019/4/14,-0.02268995,0.187586818,-0.104548874,-0.035405872,0.422306238,-0.104219502
2019/4/21,0.03236167,0.19365744,-0.04170512,0.028648165,0.434404537,-0.085058355
2019/4/28,-0.025609895,0.188697894,-0.063752389,0.027850305,0.446502836,-0.07679971
2019/5/5,0.027289331,0.193847333,-0.013612472,0.038103302,0.463516068,-0.057083021
2019/5/12,-0.065784674,0.181095149,-0.097737476,-0.02365416,0.452551985,-0.065749069
2019/5/19,-0.025332334,0.176507586,-0.123323193,-0.032581454,0.437807183,-0.072418016
2019/5/26,-0.021811774,0.172657643,-0.130133078,-0.033678756,0.423062382,-0.083605943
2019/6/2,0.019029525,0.175943236,-0.079390141,0.035746202,0.438185255,-0.04737417
2019/6/9,-0.044227104,0.168161776,-0.121367595,-0.095772217,0.396219282,-0.075651027
2019/6/16,0.029893149,0.173188661,-0.062869227,0.029580153,0.407939509,-0.040118043
2019/6/23,0.045651846,0.181095043,0.037987414,0.03892493,0.423818526,0.003287043
2019/6/30,-0.012279637,0.178871262,0.026188001,-0.04103479,0.406427221,-0.032192625
2019/7/7,-0.00333146,0.178275359,0.085872459,-0.08,0.373913043,-0.010940813
2019/7/14,-0.033992144,0.172215398,0.01858936,-0.06471183,0.349716446,-0.040978302
2019/7/21,0.00092364,0.172374463,0.018761767,0.003243243,0.350850662,-0.039580144
2019/7/28,0.004179843,0.173094961,0.00820561,-0.024784483,0.342155009,-0.058309269
2019/8/4,-0.025554435,0.168671617,0.043615771,-0.015469613,0.336862004,-0.038803451
2019/8/11,-0.042458263,0.161510113,-0.018470996,-0.069584736,0.31342155,-0.062178208
2019/8/18,0.027763044,0.165994126,0.056389309,0.047044632,0.328166352,-0.037034786
2019/8/25,0.034935302,0.17179318,0.078429627,0.049539171,0.34442344,-0.01186109
2019/9/1,-0.002671077,0.171334308,0.08261136,0.003293085,0.345557656,0.000364897
2019/9/8,0.065982409,0.182639358,0.20448175,0.261487965,0.435916824,0.097342672
2019/9/15,0.018129087,0.185950443,0.238895439,0.045967042,0.455954631,0.121746769
2019/9/22,-0.009244926,0.184231345,0.201663971,-0.007462687,0.452551985,0.129357788
2019/9/29,-0.040249143,0.176816191,0.161200605,-0.077694236,0.417391304,0.11113242
2019/10/6,-0.011555011,0.174773078,0.149645594,-0.015398551,0.410964083,0.10595964
2019/10/13,0.024911838,0.179126997,0.281121034,0.018399264,0.41852552,0.17645479
2019/10/20,-0.015826352,0.17629207,0.299115814,-0.035230352,0.403780718,0.198938691
2019/10/27,0.005932653,0.177337949,0.279608879,-0.001872659,0.403024575,0.174787581
2019/11/3,-0.009623222,0.175631387,0.225856561,0.027204503,0.413988658,0.153939348
2019/11/10,0.004835933,0.176480729,0.245515729,0.000913242,0.41436673,0.136831997
2019/11/17,-0.029466033,0.171280542,0.155156602,-0.041970803,0.396975425,0.072402939
2019/11/24,0.002050498,0.171631752,0.210353092,0.02952381,0.408695652,0.115691343
2019/12/1,-0.005055504,0.170764067,0.200622596,-0.002775208,0.407561437,0.117393122
2019/12/8,0.025309717,0.175086057,0.216183762,0.038961039,0.423440454,0.121024306
2019/12/15,0.017599822,0.178167541,0.248703389,0.016964286,0.430623819,0.141060121
2019/12/22,0.021523424,0.182002316,0.301468098,0.04214223,0.448771267,0.153037063
2019/12/29,6.98E-05,0.182015026,0.31622709,0.00168492,0.44952741,0.16674292
2020/1/5,0.009130774,0.183676964,0.317708284,-0.057190917,0.423818526,0.148966861
2020/1/12,0.017042199,0.186807224,0.310476408,0.045495094,0.443100189,0.152822115
2020/1/19,0.000842767,0.186964659,0.298225245,0.008532423,0.446880907,0.16201224
2020/1/26,-0.028152329,0.181701168,0.274209158,-0.015228426,0.440075614,0.168086912
2020/2/2,0,0.181701168,0.281568507,0,0.440075614,0.199383151
2020/2/9,-0.015659912,0.178855744,0.265908595,-0.00257732,0.438941399,0.198522935
2020/2/16,0.020916392,0.182596761,0.238226202,0.023255814,0.449149338,0.168316886
2020/2/23,0.068698592,0.195140901,0.248254673,0.123737374,0.504725898,0.18256734
2020/3/1,-0.057591961,0.183902354,0.12335779,-0.068164794,0.470321361,0.132087734
2020/3/8,0.061562871,0.195223911,0.15609876,0.088424437,0.511909263,0.102691905
2020/3/15,-0.060456697,0.183421318,0.07672359,-0.05465288,0.483931947,0.076995576
2020/3/22,-0.051768546,0.173925863,-0.012678981,-0.025,0.471833648,0.045121525
2020/3/29,-0.0102972,0.172134913,-0.017192361,-0.060096154,0.443478261,0.041399142
2020/4/5,-0.017756429,0.169078412,-0.101879852,-0.040920716,0.425330813,-0.009637114
2020/4/12,0.016163334,0.171811283,-0.063026569,0.034666667,0.440075614,0.01373861
2020/4/19,0.013927887,0.174204251,-0.081460352,0.009450172,0.444234405,0.007458716
2020/4/26,-0.006934055,0.172996309,-0.062784512,0.005106383,0.446502836,1.48E-16
2020/5/3,0.025797084,0.177459109,-0.064276759,0.00762066,0.449905482,-0.00993451
2020/5/10,0.108018858,0.19662804,0.109526773,0.249579832,0.562192817,0.07231408
2020/5/17,-0.001987086,0.196237323,0.132872021,0.016812374,0.571644612,0.088912966
2020/5/24,-0.030314215,0.190288542,0.12436958,-0.046957672,0.544801512,0.084300629
2020/5/31,0.018271015,0.193765307,0.123611069,0.028452464,0.560302457,0.081944988
2020/6/7,0.035282801,0.20060189,0.203120974,0.038461538,0.581852552,0.12808309
2020/6/14,0.002740845,0.201151708,0.17596867,0.00259909,0.583364839,0.119231296
2020/6/21,0.027895114,0.206762858,0.158211938,0.034348671,0.603402647,0.117759785
2020/6/28,0.005474347,0.20789475,0.175965922,-0.003759398,0.601134216,0.130471118
2020/7/5,0.007323349,0.209417235,0.18662073,-0.138993711,0.51758034,0.108380498
2020/7/12,0.093173013,0.22892927,0.313785887,0.143900657,0.592060491,0.17549538
2020/7/19,-0.049565069,0.217582375,0.263297177,-0.062579821,0.555009452,0.152874825
2020/7/26,-0.004885712,0.21651933,0.254231621,0.003405995,0.556899811,0.162373824
2020/8/2,0.046920247,0.226678471,0.326706304,0.051595384,0.58563327,0.184340138
2020/8/9,0.01628582,0.230370116,0.385450387,0.051000646,0.615500945,0.224962464
2020/8/16,-0.013503959,0.227259207,0.344183385,-0.041769042,0.58979206,0.195416462
2020/8/23,0.000818626,0.227445247,0.310066709,0.001282051,0.590548204,0.179726478
2020/8/30,0.009327058,0.229566642,0.322064844,-0.032010243,0.571644612,0.167785995
2020/9/6,-0.03331333,0.221919013,0.222769105,-0.102513228,0.513043478,0.054303047
2020/9/13,-0.048758204,0.21109864,0.155881813,-0.092114959,0.465784499,0.007109922
2020/9/20,0.026279115,0.216646126,0.191405855,0.034902597,0.482041588,0.021042584
2020/9/27,-0.043405702,0.207242449,0.188249296,-0.061176471,0.452551985,0.026959493
2020/10/4,0.001844565,0.207624721,0.201648871,-0.01336675,0.446502836,0.027646643
2020/10/11,0.027802056,0.213397115,0.204539089,0.043183743,0.465784499,0.035661737
2020/10/18,0.014896446,0.216575974,0.235261888,-0.008928571,0.461625709,0.044627485
2020/10/25,-0.028961107,0.210303694,0.200368128,-0.060606061,0.433648393,0.024412171
2020/11/1,-0.014804954,0.207190157,0.195186395,-0.052310375,0.410964083,-0.002444252
2020/11/8,-0.016353208,0.203801933,0.173997254,-0.091076357,0.373534972,-0.034579923
2020/11/15,-0.001982028,0.203397992,0.201481259,0.015182186,0.379206049,-0.015264885
2020/11/22,0.019891837,0.207443952,0.219322599,0.027916251,0.38979206,-0.015785778
2020/11/29,-0.007068884,0.205977555,0.217309219,-0.039767216,0.374291115,-0.028385936
2020/12/6,0.0157779,0.209227448,0.207777401,0.006060606,0.376559546,-0.039112236
2020/12/13,-0.036266406,0.20163952,0.153911173,-0.047188755,0.35879017,-0.060832388
2020/12/20,0.017292588,0.20512639,0.149680337,-0.007376185,0.356143667,-0.077059707
2020/12/27,0.003752932,0.205896215,0.153363435,-0.020169851,0.348960302,-0.084412887
2021/1/3,0.022477913,0.210524332,0.166710574,-0.024918743,0.34026465,-0.073193887
2021/1/10,0.005630478,0.211709685,0.155298853,-0.22,0.265406427,-0.170844522
2021/1/17,-0.012794474,0.209000971,0.141661612,-0.044159544,0.2536862,-0.188731354
2021/1/24,0.021169047,0.213425322,0.190982987,0.049180328,0.266162571,-0.167613091
2021/1/31,-0.052341662,0.202254286,0.138641326,-0.105113636,0.238185255,-0.204632603
2021/2/7,-0.02329354,0.197543068,0.131007697,-0.220634921,0.18563327,-0.286864285
2021/2/14,0.04705204,0.206837872,0.157143346,-0.034623218,0.179206049,-0.306273059
2021/2/21,0.030763943,0.213201021,0.119208697,0.316455696,0.235916824,-0.253512067
2021/2/28,-0.043785963,0.203865809,0.133014696,0.16025641,0.273724008,-0.18043196
2021/3/7,0.012110319,0.206334689,0.083562144,0.124309392,0.307750473,-0.169619362
2021/3/14,-0.003219473,0.2056704,0.140799368,-0.047911548,0.293005671,-0.167250776
2021/3/21,-0.005159457,0.204609252,0.187408457,0.101935484,0.322873346,-0.126455452
2021/3/28,0.00119929,0.204854638,0.198904947,-0.009367681,0.319848771,-0.108933496
2021/4/4,-0.001773106,0.204491409,0.21488827,-0.050827423,0.303591682,-0.112394534
2021/4/11,-0.007900571,0.20287581,0.190824365,0.062266501,0.322495274,-0.10361936
2021/4/18,-0.009670296,0.200913941,0.167226182,0.010550996,0.325897921,-0.103256052
2021/4/25,0.017014413,0.204332373,0.19117465,-0.067285383,0.303969754,-0.128172516
2021/5/2,-0.008883184,0.202517251,0.156494382,-0.001243781,0.303591682,-0.131117957
2021/5/9,-0.133022701,0.175577859,-0.084547177,-0.252801993,0.2268431,-0.302528764
2021/5/16,0.021972598,0.179435761,-0.060587493,-0.001666667,0.226465028,-0.30864232
2021/5/23,0.000117414,0.179456829,-0.030155864,-0.030050083,0.219659735,-0.302780613
2021/5/30,0.031572067,0.185122652,-0.016854812,0.005163511,0.220793951,-0.310415608
2021/6/6,0.006720411,0.186366753,-0.045417202,0.063356164,0.234782609,-0.302519017
2021/6/13,0.005434449,0.187379553,-0.042723598,0.062801932,0.24952741,-0.283081339
2021/6/20,-0.01089742,0.1853376,-0.081516131,0.045454545,0.260869565,-0.279521393
2021/6/27,0.023433613,0.189680729,-0.063556865,0.002898551,0.261625709,-0.277301113
2021/7/4,-0.047346158,0.180700076,-0.118226372,-0.242774566,0.198109641,-0.320114714
2021/7/11,0.023214421,0.184894923,-0.188184964,0.173664122,0.232514178,-0.311552536
2021/7/18,0.012856009,0.187271934,-0.125763886,0.055284553,0.24536862,-0.272074497
2021/7/25,0.016362284,0.19033613,-0.104515889,0.084745763,0.266162571,-0.246092687
2021/8/1,-0.034526276,0.183764533,-0.185962412,0.056818182,0.281285444,-0.244441269
2021/8/8,0.024142212,0.188201015,-0.17810602,0.024193548,0.288090737,-0.253053664
2021/8/15,0.019190491,0.191812685,-0.145411571,0.085301837,0.312665406,-0.211545468
2021/8/22,-0.025947122,0.186835698,-0.172177319,0.014510278,0.317202268,-0.207170541
2021/8/29,0.031209272,0.192666704,-0.150295105,0.087008343,0.344801512,-0.168516189
2021/9/5,-0.064693105,0.180202496,-0.181674881,-0.105263158,0.308506616,-0.169539102
2021/9/12,0.042791353,0.187913605,-0.090125323,0.083333333,0.334215501,-0.110645694
2021/9/19,-0.028539013,0.182550736,-0.144943452,-0.023755656,0.326275992,-0.130095589
2021/9/26,-0.003218598,0.181963179,-0.104756348,-0.005793743,0.324385633,-0.110989869
2021/10/3,-0.030142496,0.176478354,-0.136743409,-0.155011655,0.274102079,-0.162648387
2021/10/10,0.005934544,0.177525673,-0.158610921,-0.022068966,0.26805293,-0.184179539
2021/10/17,-0.012591754,0.175290313,-0.186099122,-0.086036671,0.244990548,-0.211178259
2021/10/24,0.016642028,0.178207499,-0.140495987,0.047839506,0.256710775,-0.17476133
2021/10/31,-0.006465513,0.177055297,-0.132156546,0.020618557,0.262003781,-0.150048963
2021/11/7,-0.017947265,0.173877638,-0.133750602,0.021645022,0.267674858,-0.111079535
2021/11/14,0.028855406,0.178894948,-0.102913168,0.111581921,0.297542533,-0.080840847
2021/11/21,0.010842892,0.180834687,-0.111962114,0.041931385,0.310018904,-0.076326715
2021/11/28,0.008994121,0.182461136,-0.095899109,0.052439024,0.326275992,-0.045763417
2021/12/5,0.013372645,0.184901124,-0.098304364,0.022016222,0.333459357,-0.040518401
2021/12/12,0.004163806,0.185671016,-0.057874152,-0.06462585,0.311909263,-0.046675137
2021/12/19,-0.004086937,0.18491219,-0.079253677,0.046060606,0.326275992,-0.029196861
2021/12/26,-0.008935916,0.183259831,-0.091942525,-0.018539977,0.320226843,-0.028642847
2022/1/2,0.016758567,0.186331003,-0.097661871,0.063754427,0.340642722,0.000370165
2022/1/9,-0.091123741,0.169351825,-0.19441609,-0.400665927,0.20415879,-0.087454755
2022/1/16,-0.008644797,0.167887812,-0.190266413,0.042592593,0.212854442,-0.058496503
2022/1/23,-0.015454763,0.165293146,-0.226890223,-0.177619893,0.175047259,-0.139683767
2022/1/30,-0.056164918,0.15600947,-0.230713479,-0.118790497,0.154253308,-0.144817548
2022/2/6,0,0.15600947,-0.207419939,0,0.154253308,-0.061725651
2022/2/13,0.016237668,0.1585427,-0.238234311,0.083333333,0.16710775,-0.023299147
2022/2/20,0.018001899,0.16139677,-0.250996355,0.015837104,0.169754253,-0.10970916
2022/2/27,-0.005407874,0.160523956,-0.212618267,0.051224944,0.178449905,-0.142604136
2022/3/6,-0.012073511,0.158585869,-0.236802097,0.042372881,0.186011342,-0.167827217
2022/3/13,-0.042791322,0.15179977,-0.276373946,-0.046747967,0.17731569,-0.167420087
2022/3/20,-0.014113169,0.149657394,-0.285327658,-0.117270789,0.156521739,-0.241355073
2022/3/27,-0.013439901,0.147646013,-0.299966849,0.048309179,0.164083176,-0.222491609
2022/4/3,0.015209215,0.149891593,-0.282984528,-0.013824885,0.161814745,-0.209743839
2022/4/10,-0.017322817,0.147295049,-0.292406773,-0.077102804,0.149338374,-0.256624594
2022/4/17,-0.02683106,0.143342966,-0.309567536,-0.111392405,0.132703214,-0.299489682
2022/4/24,-0.045615893,0.136804249,-0.372197842,-0.03988604,0.127410208,-0.28983878
2022/5/1,-0.008990137,0.13557436,-0.372304795,-0.115727003,0.112665406,-0.330420409
2022/5/8,0.009851578,0.136909981,-0.229430516,0.406040268,0.158412098,-0.119686245
2022/5/15,0.038194019,0.142139124,-0.213209094,0.131264916,0.179206049,-0.078018092
2022/5/22,0.025134461,0.145711714,-0.188192047,0.025316456,0.183742911,-0.059514044
2022/5/29,-0.007634191,0.144599323,-0.227398305,0.051440329,0.193194707,-0.044510464
2022/6/5,0.030339202,0.148986351,-0.203779514,0.054794521,0.203780718,-0.04720517
2022/6/12,0.027869673,0.153138552,-0.18134429,-0.016697588,0.200378072,-0.073120943
2022/6/19,0.015469582,0.155507541,-0.154977289,0.00754717,0.201890359,-0.08543192
2022/6/26,0.017494971,0.158228141,-0.160915932,-0.005617978,0.200756144,-0.088274645
2022/7/3,0.026877715,0.162480952,-0.086692058,0.099811676,0.220793951,0.036136433
2022/7/10,-0.007328424,0.161290223,-0.117234903,0.003424658,0.221550095,-0.016100826
2022/7/17,-0.032472837,0.156052672,-0.162563748,0.013651877,0.224574669,-0.029517799
2022/7/24,0.018254576,0.158901347,-0.160671456,0.127946128,0.253308129,-0.016500215
2022/7/31,0.000595594,0.158995988,-0.125549587,0.064179104,0.269565217,-0.014186538
2022/8/7,-0.008992132,0.157566275,-0.158683931,-0.016830295,0.265028355,-0.02781289
2022/8/14,0.018802999,0.160528993,-0.159071423,0.054208274,0.279395085,-0.037502258
2022/8/21,-0.004311362,0.159836895,-0.137435663,0.027063599,0.286956522,-0.033402976
2022/8/28,-0.022411032,0.156254785,-0.191055967,-0.054018445,0.271455577,-0.079723474
2022/9/4,0.010810231,0.157943935,-0.115552631,0.200557103,0.325897921,0.018280305
2022/9/11,0.017214723,0.160662896,-0.141129261,0.022041763,0.333081285,-0.001133146
2022/9/18,-0.055503815,0.151745493,-0.168094062,-0.095346198,0.301323251,-0.026520004
2022/9/25,-0.016604006,0.14922591,-0.18147947,-0.007528231,0.29905482,-0.027102044
2022/10/2,-0.031188204,0.144571822,-0.182525178,-0.08091024,0.274858223,0.000918274
2022/10/9,0,0.144571822,-0.188459722,0,0.274858223,0.008356984
2022/10/16,0.037876163,0.150047647,-0.137991804,0.129298487,0.310396975,0.078877471
2022/10/23,-0.008219825,0.148814282,-0.162853657,0.052375152,0.326654064,0.080317214
2022/10/30,-0.039538857,0.142930335,-0.195927001,0.006944444,0.328922495,0.075821071
2022/11/6,0.100191612,0.157250756,-0.077788123,0.213793103,0.399243856,0.133266457
2022/11/13,0.002627532,0.157663938,-0.104015997,-0.011363636,0.394706994,0.094195507
2022/11/20,0.008184536,0.158954344,-0.106674352,0.021072797,0.403024575,0.087454755
2022/11/27,-0.013747844,0.156769064,-0.129416317,-0.028142589,0.39168242,0.060902577
2022/12/4,0.024423069,0.160597846,-0.118365893,0.02027027,0.399621928,0.060332643
2022/12/11,0.012845047,0.162660733,-0.109684652,-0.039735099,0.383742911,0.069086835
2022/12/18,-0.01536428,0.160161568,-0.120961996,-0.025615764,0.373913043,0.045426547
2022/12/25,-0.048247159,0.152434227,-0.160273238,-0.085945399,0.341776938,0.021709555
2023/1/1,0.01437145,0.154624928,-0.162660355,0.024336283,0.350094518,0.009122992
2023/1/8,0.046637077,0.161836183,-0.024899537,0.064794816,0.372778828,0.200695738
2023/1/15,0.008836417,0.163266235,-0.007418323,-0.029411765,0.361814745,0.176841254
2023/1/22,0.029456356,0.168075463,0.037492797,0.043887147,0.377693762,0.256342575
2023/1/29,0,0.168075463,0.093657714,0,0.377693762,0.298495868
2023/2/5,0.015114894,0.170615906,0.108772608,0.08008008,0.407939509,0.324174264
2023/2/12,0.002843976,0.171101134,0.095378916,0.031510658,0.420793951,0.307834823
2023/2/19,-0.014270376,0.168659456,0.063106641,-0.007187781,0.417769376,0.300192575
2023/2/26,0.011796394,0.170649029,0.080310909,0.027149321,0.429111531,0.292469648
2023/3/5,0.010684785,0.172472378,0.103069206,-0.000881057,0.428733459,0.278342589
2023/3/12,-0.033392095,0.166713164,0.112468433,-0.007936508,0.425330813,0.291645182
2023/3/19,-0.002849584,0.1662381,0.123732018,-0.008888889,0.421550095,0.330247903
2023/3/26,0.022251859,0.169937207,0.159423779,0.030493274,0.434404537,0.324534248
2023/4/2,0.007396899,0.171194216,0.151611463,0.015665796,0.44120983,0.334356146
2023/4/9,0.020675374,0.17473372,0.189609653,0.035132819,0.456710775,0.372611871
2023/4/16,-0.008107817,0.173317011,0.208332896,-0.013245033,0.450661626,0.407533875
2023/4/23,-0.012665083,0.171121937,0.241283705,-0.02852349,0.437807183,0.411455576
2023/4/30,0.015540346,0.173781231,0.265814188,0.071675302,0.469187146,0.475526433
2023/5/7,0.016809114,0.176702339,0.272771725,0.098307816,0.515311909,0.393190837
2023/5/14,-0.018478086,0.173437218,0.216099619,-0.019809244,0.50510397,0.345409344
2023/5/21,0.00529739,0.174355983,0.196262547,0.01497006,0.512665406,0.342028615
2023/5/28,-0.016116841,0.171545915,0.187779898,-0.000737463,0.512287335,0.325062381
